SEAT,COUNTY,REGION,COUNTRY,AGE_UNDR_10,AGE_10_19,AGE_20_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_OVR_80,LEAVE,CHILDPOVERTY_2022,STUDENT,A,C3,B,C5,E,D7,D6,C4,WHITE,BLACK,ASIAN,OTHR_ETH,BUDDHIST,CHRISTIAN,HINDU,JEWISH,MUSLIM,ATHEIST,NOREPLY,OTHER_RLG,SIKH,TOT_2010,WIN_2010,TURNOUT_2010,CON_2010_PCT,LAB_2010_PCT,LIB_2010_PCT,GRN_2010_PCT,UKIP_2010_PCT,OTH_2010_PCT,DUP_2010_PCT,SF_2010_PCT,APNI_2010_PCT,SDLP_2010_PCT,UUP_2010_PCT,GRNIR_2010_PCT,SNP_2010_PCT,GRNSC_2010_PCT,PC_2010_PCT,BNP_2010_PCT,TOT_2015,WIN_2015,TURNOUT_2015,CON_2015_PCT,LAB_2015_PCT,LIB_2015_PCT,GRN_2015_PCT,UKIP_2015_PCT,OTH_2015_PCT,DUP_2015_PCT,SF_2015_PCT,APNI_2015_PCT,SDLP_2015_PCT,UUP_2015_PCT,GRNIR_2015_PCT,SNP_2015_PCT,GRNSC_2015_PCT,PC_2015_PCT,TOT_2017,WIN_2017,TURNOUT_2017,CON_2017_PCT,LAB_2017_PCT,LIB_2017_PCT,GRN_2017_PCT,UKIP_2017_PCT,OTH_2017_PCT,DUP_2017_PCT,SF_2017_PCT,APNI_2017_PCT,SDLP_2017_PCT,UUP_2017_PCT,GRNIR_2017_PCT,SNP_2017_PCT,GRNSC_2017_PCT,PC_2017_PCT,TOT_2019,WIN_2019,TURNOUT_2019,CON_2019_PCT,LAB_2019_PCT,LIB_2019_PCT,GRN_2019_PCT,BRX_2019_PCT,OTH_2019_PCT,DUP_2019_PCT,SF_2019_PCT,APNI_2019_PCT,SDLP_2019_PCT,UUP_2019_PCT,GRNIR_2019_PCT,SNP_2019_PCT,GRNSC_2019_PCT,PC_2019_PCT,MEDWAGE,UE_MAY_2010,UE_MAY_2015,UE_MAY_2017,UE_NOV_2019,UE_AUG_2023
Banff and Buchan,SCT,SCT,SCT,0.107,0.108,0.107,0.118,0.129,0.154,0.126,0.099,0.05,0.54,0.174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38466,SNP,0.598,0.307830292,0.13991577,0.113476837,0,0,0,0,0,0,0,0,0,0.412520148,0,0,0.026256954,45629,SNP,0.665,0.28815008,0.058011352,0.051436586,0,0,0,0,0,0,0,0,0,0.602401981,0,0,41643,CON,0.616,0.479696468,0.094517686,0.03477175,0,0,0,0,0,0,0,0,0,0.391014096,0,0,42260,CON,0.634,0.501230478,0.041031708,0.053951727,0,0,0,0,0,0,0,0,0,0.403786086,0,0,573,0.021865121,0.010620439,0.02036667,0.025596452,0.024656319
Barking,LND,LND,ENG,0.179,0.147,0.134,0.169,0.142,0.107,0.064,0.033,0.02,0.603,0.235,0.113757945,0.070597774,0.101744674,0.150506067,0.04898507,0.136218755,0.12960167,0.118762698,0.129825346,0.429713205,0.212183319,0.278233988,0.079869489,0.003872754,0.435791104,0.029220445,0.001041874,0.270277125,0.181834383,0.055041092,0.004359419,0.018561803,45343,LAB,0.614,0.178042917,0.543148887,0.082019275,0.006991156,0.028670357,0.015129127,0,0,0,0,0,0,0,0,0,0.14599828,43041,LAB,0.582,0.163077066,0.576798866,0.013057317,0.020840594,0.221974397,0.00425176,0,0,0,0,0,0,0,0,0,47679,CON,0.619,0.224648168,0.677845592,0.012563183,0.015184882,0.063570964,0.00618721,0,0,0,0,0,0,0,0,0,44499,LAB,0.571,0.264994719,0.611676667,0.033304119,0.01842738,0.071597115,0,0,0,0,0,0,0,0,0,0,675,0.057470364,0.025537902,0.023817541,0.040336899,0.038050957
Barnsley Central,SYK,YTH,ENG,0.115,0.106,0.124,0.141,0.12,0.144,0.114,0.089,0.045,0.683,0.199,0.048636718,0.073627971,0.112319328,0.16905768,0.072726294,0.098753802,0.200575997,0.132761823,0.091540387,0.961020748,0.00856881,0.012267974,0.018142468,0.002065066,0.516288623,0.002296972,0.000254,0.007928971,0.413289308,0.053062261,0.003500674,0.001314133,37001,LAB,0.565,0.172643983,0.472608848,0.17280614,0,0.046674414,0.045890652,0,0,0,0,0,0,0,0,0,0.089375963,36560,LAB,0.567,0.150027352,0.557330416,0.021061269,0.025656455,0.217204595,0.028719912,0,0,0,0,0,0,0,0,0,39087,CON,0.609,0.241410188,0.639138332,0.014045591,0.014582854,0.085424822,0.005398214,0,0,0,0,0,0,0,0,0,36903,LAB,0.565,0.213857952,0.401159797,0.031867328,0.024388261,0.304392597,0.024334065,0,0,0,0,0,0,0,0,0,518,0.050348873,0.029557085,0.025210965,0.033979832,0.034529556
Barnsley East,SYK,YTH,ENG,0.121,0.112,0.123,0.127,0.117,0.146,0.117,0.09,0.049,0.707,0.225,0.044525281,0.064773527,0.112558346,0.157253123,0.077915982,0.10717359,0.196171999,0.143719523,0.095908629,0.973494844,0.00623152,0.006708422,0.013565214,0.001536701,0.497657856,0.001176371,0.000276,0.004546514,0.438998283,0.05164374,0.003518515,0.000646,38386,LAB,0.561,0.16487782,0.470457979,0.181550565,0,0.045094566,0.052024175,0,0,0,0,0,0,0,0,0,0.085994894,38517,LAB,0.557,0.145961523,0.547264844,0.031596438,0,0.234831373,0.040345821,0,0,0,0,0,0,0,0,0,40776,CON,0.589,0.269692957,0.595448303,0.018393172,0,0.079630175,0.036835393,0,0,0,0,0,0,0,0,0,38070,LAB,0.548,0.272576832,0.376385605,0.034935645,0.024218545,0.291883373,0,0,0,0,0,0,0,0,0,0,581,0.052498508,0.0255163,0.023751636,0.034373195,0.034865939
Barrow and Furness,CMA,NW,ENG,0.106,0.106,0.11,0.112,0.115,0.155,0.129,0.11,0.059,0.567,0.181,0.038481054,0.112206695,0.106789726,0.196053155,0.08277678,0.087960614,0.149124371,0.140800066,0.08580754,0.972768654,0.003087973,0.012523446,0.011619928,0.004185871,0.535597058,0.001486785,0.000435,0.004208745,0.392465432,0.05750426,0.003819893,0.000297,44124,LAB,0.64,0.363022391,0.481053395,0.100262895,0.012011604,0.019059922,0.005552534,0,0,0,0,0,0,0,0,0,0.019037259,43275,LAB,0.633,0.404968226,0.42333911,0.027013287,0.02451762,0.117157712,0.003004044,0,0,0,0,0,0,0,0,0,47590,CON,0.685,0.470329901,0.47472158,0.026854381,0.007879807,0.020214331,0,0,0,0,0,0,0,0,0,0,46046,CON,0.656,0.518524953,0.392802849,0.043977761,0.015267341,0.029427095,0,0,0,0,0,0,0,0,0,0,634,0.033215635,0.026268252,0.02348955,0.026974063,0.025571566
Basildon and Billericay,ESS,E,ENG,0.14,0.122,0.111,0.137,0.129,0.136,0.096,0.077,0.05,0.669,0.151,0.052273112,0.131802732,0.141791142,0.199911446,0.052194976,0.075075857,0.117321491,0.116995924,0.11263332,0.875148414,0.046837257,0.04209826,0.03591607,0.003305937,0.471817651,0.012169534,0.002221017,0.018535767,0.43336438,0.052373008,0.004268037,0.001944669,41569,CON,0.634,0.527364142,0.230556424,0.157280666,0,0.038273714,0,0,0,0,0,0,0,0,0,0,0.046525055,43028,CON,0.649,0.526819745,0.236729571,0.038021753,0,0.19842893,0,0,0,0,0,0,0,0,0,0,44918,CON,0.65,0.609577452,0.311256067,0.034462799,0,0.044703682,0,0,0,0,0,0,0,0,0,0,44128,CON,0.631,0.670549311,0.207985859,0.084776106,0.031612582,0,0.005076142,0,0,0,0,0,0,0,0,0,634,0.037410175,0.019440044,0.017710708,0.02972786,0.028867406
Basingstoke,HAM,SE,ENG,0.132,0.114,0.118,0.156,0.142,0.138,0.093,0.07,0.038,0.536,0.14,0.046709152,0.160368434,0.135220551,0.217691884,0.057812061,0.06017195,0.117048373,0.119439449,0.085538148,0.847483158,0.025909034,0.081651952,0.044955856,0.011540135,0.422424182,0.031549173,0.000929,0.020954676,0.446148825,0.055734083,0.007372632,0.003347392,50654,CON,0.671,0.505192087,0.203873337,0.245074427,0,0.04098393,0.004876219,0,0,0,0,0,0,0,0,0,0,53076,CON,0.666,0.485511342,0.277074384,0.073837516,0,0.156191122,0.007385636,0,0,0,0,0,0,0,0,0,55960,CON,0.683,0.527340958,0.358184417,0.060864904,0.019764117,0.030039314,0.00380629,0,0,0,0,0,0,0,0,0,54713,CON,0.66,0.54087694,0.281377369,0.12503427,0.039076636,0,0.013634785,0,0,0,0,0,0,0,0,0,703,0.02924165,0.009220203,0.010256204,0.019526197,0.019351013
Bassetlaw,NTT,EM,ENG,0.115,0.105,0.108,0.112,0.122,0.153,0.124,0.104,0.059,0.683,0.273,0.042741638,0.09190235,0.108285526,0.1864439,0.073685152,0.084197224,0.181042484,0.136131334,0.095570392,0.963425208,0.006493986,0.012738912,0.017341894,0.002140004,0.550931179,0.002398281,0.000378,0.006152512,0.377627732,0.054782264,0.004030956,0.001558882,49577,LAB,0.648,0.338927325,0.504629163,0.112350485,0,0.035883575,0.008209452,0,0,0,0,0,0,0,0,0,0,49289,LAB,0.642,0.306802735,0.486213963,0.027003997,0.020410234,0.159569072,0,0,0,0,0,0,0,0,0,0,52250,CON,0.665,0.432822967,0.525684211,0.022086124,0,0,0.019406699,0,0,0,0,0,0,0,0,0,50841,CON,0.635,0.552270805,0.276646801,0.065537657,0,0.105544738,0,0,0,0,0,0,0,0,0,0,560,0.030872321,0.018530774,0.016864699,0.027985938,0.027754649
Bath,AVN,SW,ENG,0.086,0.127,0.26,0.109,0.102,0.11,0.087,0.071,0.049,0.316,0.097,0.225737358,0.166527155,0.081601753,0.200834605,0.035821557,0.04350288,0.077391797,0.078942833,0.089640061,0.880665797,0.014593241,0.053733008,0.051007954,0.007270393,0.385457109,0.007428217,0.002262134,0.015813895,0.4948497,0.078901129,0.006786402,0.001231022,47086,LIB,0.706,0.313638874,0.069043877,0.566006881,0.023786263,0.018901584,0.00862252,0,0,0,0,0,0,0,0,0,0,47167,CON,0.748,0.378082134,0.131787055,0.29681769,0.119447919,0.061950092,0.01191511,0,0,0,0,0,0,0,0,0,49583,CON,0.743,0.357824254,0.146804348,0.472662001,0.022709396,0,0,0,0,0,0,0,0,0,0,0,52138,LIB,0.772,0.308738348,0.127335149,0.545072692,0,0.012313476,0.006540335,0,0,0,0,0,0,0,0,0,748,0.021260365,0.0109017,0.017337339,0.019183196,0.019360955
Batley and Spen,WYK,YTH,ENG,0.131,0.13,0.112,0.138,0.129,0.134,0.102,0.083,0.047,0.603,0.269,0.063573118,0.095079795,0.122371112,0.176302592,0.057826976,0.112375338,0.158732879,0.11689914,0.096839051,0.723407715,0.007868823,0.239118258,0.029605204,0.001617187,0.387483512,0.004309488,0.000343,0.230797029,0.318459426,0.051117576,0.003062718,0.00280975,51109,LAB,0.666,0.335733432,0.421941341,0.158386977,0.011837445,0,0,0,0,0,0,0,0,0,0,0,0.072100804,50479,LAB,0.644,0.312387329,0.43237782,0.047465283,0.024406189,0.17987678,0.003486598,0,0,0,0,0,0,0,0,0,53780,CON,0.671,0.388304202,0.554927482,0.02275939,0.01292302,0,0.021085906,0,0,0,0,0,0,0,0,0,52927,LAB,0.665,0.3602887,0.426889867,0.046516901,0.013074612,0.031704045,0.121525875,0,0,0,0,0,0,0,0,0,607,0.042430707,0.023225489,0.022370812,0.03724539,0.037756802
Battersea,LND,LND,ENG,0.117,0.075,0.214,0.241,0.135,0.097,0.06,0.038,0.022,0.23,0.111,0.070061043,0.301866973,0.077443713,0.254439512,0.028024417,0.063768432,0.057624465,0.060151419,0.086620025,0.686323598,0.119046822,0.090026124,0.104603456,0.006313269,0.436854753,0.012015306,0.004705646,0.083077258,0.376393064,0.072393265,0.005944855,0.002302585,48792,CON,0.657,0.473499754,0.351000164,0.147073291,0.011456796,0.010350057,0.006619938,0,0,0,0,0,0,0,0,0,0,51031,CON,0.67,0.523799259,0.368246752,0.043914483,0.032960357,0.031079148,0,0,0,0,0,0,0,0,0,0,55058,CON,0.71,0.415489121,0.459370119,0.079933888,0.015728868,0.006484071,0.022993934,0,0,0,0,0,0,0,0,0,59977,LAB,0.756,0.36050486,0.455007753,0.152558481,0.025493106,0.0064358,0,0,0,0,0,0,0,0,0,0,958,0.029940562,0.015661809,0.014351479,0.020164691,0.019620899
Beaconsfield,BKM,SE,ENG,0.116,0.119,0.084,0.106,0.136,0.153,0.116,0.098,0.073,0.492,0.09,0.05313596,0.219863231,0.116617597,0.237164675,0.040561622,0.058074203,0.065534351,0.077393171,0.131655191,0.784692139,0.015643001,0.139920595,0.059744266,0.00472237,0.481148602,0.037674233,0.004255846,0.038321654,0.312990327,0.058924899,0.003941656,0.058020413,52490,CON,0.7,0.610649648,0.116879406,0.195675367,0.014631358,0.049476091,0.012688131,0,0,0,0,0,0,0,0,0,0,53163,CON,0.711,0.632413521,0.114252394,0.073867163,0.041965277,0.137501646,0,0,0,0,0,0,0,0,0,0,56028,CON,0.723,0.652513029,0.214464196,0.079388877,0.024916113,0.028717784,0,0,0,0,0,0,0,0,0,0,57868,CON,0.745,0.561225548,0.099467754,0,0.035131679,0,0.304175019,0,0,0,0,0,0,0,0,0,779,0.016975686,0.006585771,0.007542103,0.01221425,0.011346571
Beckenham,LND,LND,ENG,0.12,0.115,0.096,0.13,0.148,0.148,0.102,0.082,0.06,0.484,0.065,0.056080991,0.220873851,0.137245238,0.252044758,0.034208072,0.057306514,0.053203677,0.073398162,0.115638737,0.793804432,0.054108821,0.074620592,0.077466155,0.005249033,0.49651322,0.026169715,0.003977193,0.02950021,0.36765863,0.063807543,0.004731674,0.002392783,47686,CON,0.72,0.578723315,0.144549763,0.205783668,0.012750073,0.032525269,0.004676425,0,0,0,0,0,0,0,0,0,0.020991486,48803,CON,0.724,0.572813147,0.194332316,0.069217056,0.038481241,0.12515624,0,0,0,0,0,0,0,0,0,0,51630,CON,0.76,0.59329847,0.301084641,0.078888243,0.026728646,0,0,0,0,0,0,0,0,0,0,0,50555,CON,0.736,0.539649886,0.257620413,0.162080902,0.040648798,0,0,0,0,0,0,0,0,0,0,0,799,0.020008739,0.00751389,0.008470441,0.014421821,0.013638026
Bedford,BDF,E,ENG,0.13,0.12,0.119,0.139,0.134,0.135,0.099,0.072,0.052,0.519,0.193,0.068468388,0.110337626,0.113885676,0.185509134,0.055219339,0.091081594,0.160728922,0.117051974,0.097717346,0.694975633,0.065903563,0.166644063,0.072476741,0.003345449,0.465867376,0.01896056,0.00103076,0.100842692,0.309029096,0.06105897,0.013915261,0.025949836,45102,CON,0.658,0.389029311,0.359030642,0.198594297,0.008713583,0.025187353,0.002660636,0,0,0,0,0,0,0,0,0,0.016784178,46086,CON,0.665,0.42583431,0.402030986,0.042485787,0.030638372,0.096211431,0.002799115,0,0,0,0,0,0,0,0,0,48480,CON,0.675,0.452207096,0.468481848,0.058518977,0.020792079,0,0,0,0,0,0,0,0,0,0,0,47301,LAB,0.661,0.430138898,0.433204372,0.097418659,0.020295554,0.018942517,0,0,0,0,0,0,0,0,0,0,614,0.048486042,0.028094335,0.027781496,0.041613182,0.04229977
Belfast East,IRL,IRL,IRL,0.121,0.11,0.119,0.155,0.133,0.135,0.1,0.075,0.054,0.514,0.157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34488,APNI,0.584,0,0,0,0,0,0.05381582,0.327824171,0.023689399,0.372274414,0.010583391,0.211812804,0,0,0,0,0,39682,DUP,0.628,0.028249584,0,0,0,0,0,0.493296709,0.020739882,0.427851419,0.003200444,0,0.026661963,0,0,0,42890,CON,0.675,0.010398694,0,0,0,0,0.001259035,0.557635813,0.02084402,0.36006062,0.003893682,0.032828165,0.013079972,0,0,0,42445,DUP,0.641,0,0,0,0,0,0,0.491789374,0,0.448933914,0,0.059276711,0,0,0,0,540,0.03990271,0.034561908,0.026676292,0.022780117,0.022796377
Belfast North,IRL,IRL,IRL,0.135,0.126,0.127,0.141,0.123,0.131,0.102,0.071,0.047,0.496,0.227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36993,DUP,0.565,0,0,0,0,0,0.010893953,0.400400076,0.340280594,0.048901143,0.12283405,0.076690185,0,0,0,0,0,40593,DUP,0.592,0,0,0,0,0,0.035671175,0.470425936,0.339221048,0.072450915,0.082230927,0,0,0,0,0,45936,CON,0.673,0,0,0,0,0,0.007836991,0.462382445,0.417080286,0.05387931,0.044801463,0,0.014019505,0,0,0,49037,SF,0.679,0,0,0,0,0,0,0.431001081,0.470624223,0.098374697,0,0,0,0,0,0,464,0.066979319,0.05912766,0.045561569,0.02741366,0.028247132
Belfast South,IRL,IRL,IRL,0.106,0.109,0.209,0.15,0.118,0.118,0.089,0.061,0.041,0.305,0.154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34186,SDLP,0.574,0,0,0,0,0,0,0.236939098,0,0.149593401,0.410284912,0.172877786,0.030304803,0,0,0,0,38957,SDLP,0.6,0.014939549,0,0,0,0.048771723,0.009266627,0.222142362,0.138665708,0.172266858,0.245398773,0.091100444,0.057447955,0,0,0,43705,CON,0.661,0.005628647,0,0,0,0,0,0.304290127,0.163436678,0.181809862,0.258620295,0.034938794,0.051275598,0,0,0,47352,SDLP,0.677,0,0,0,0,0,0.011615138,0.246621051,0,0.143309681,0.571866025,0.026588106,0,0,0,0,613,0.038570989,0.028358979,0.019725525,0.017788319,0.017911849
Belfast West,IRL,IRL,IRL,0.147,0.135,0.141,0.136,0.111,0.129,0.098,0.062,0.038,0.259,0.249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32133,SF,0.54,0,0,0,0,0,0,0.075809915,0.710795755,0.01854791,0.163725765,0.031120655,0,0,0,0,0,35329,SF,0.563,0.000962382,0,0,0,0.021653599,0.209318124,0.078490758,0.542415579,0.018002208,0.09836112,0.03079623,0,0,0,0,40633,CON,0.651,0,0,0,0,0,0.110255211,0.134250486,0.66711786,0.017990303,0.070386139,0,0,0,0,0,38782,SF,0.591,0,0,0,0,0,0.201872002,0.134598525,0.538033108,0.048527667,0.076968697,0,0,0,0,0,456,0.079727063,0.061928126,0.043964133,0.040812545,0.040644107
Bermondsey and Old Southwark,LND,LND,ENG,0.104,0.091,0.224,0.229,0.126,0.108,0.065,0.032,0.019,0.27,0.178,0.134763625,0.230427695,0.076806501,0.198569708,0.036289761,0.086497424,0.089790535,0.07477493,0.072079821,0.528658584,0.207821135,0.126548852,0.136971429,0.01077325,0.419946624,0.015508437,0.004370942,0.103690784,0.359362851,0.076267328,0.007810256,0.002269527,44651,LIB,0.575,0.171059999,0.29249065,0.483527805,0.016080267,0,0.006158877,0,0,0,0,0,0,0,0,0,0.030682404,51424,LAB,0.617,0.117668793,0.430654947,0.343361077,0.039339608,0.063277847,0.005697729,0,0,0,0,0,0,0,0,0,58521,CON,0.67,0.129543241,0.532475522,0.310811504,0.010919157,0.014319646,0.001930931,0,0,0,0,0,0,0,0,0,58615,LAB,0.628,0.16511132,0.541209588,0.266092297,0,0.027586795,0,0,0,0,0,0,0,0,0,0,866,0.043224983,0.022306064,0.028553923,0.033108871,0.033240221
"Berwickshire, Roxburgh and Selkirk",SCT,SCT,SCT,0.099,0.101,0.096,0.097,0.114,0.159,0.147,0.122,0.063,0.432,0.217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49014,LIB,0.866,0.33776064,0.102072877,0.453543885,0,0.012139389,0.002733913,0,0,0,0,0,0,0.091749296,0,0,0,55038,SNP,0.742,0.360060322,0.049057015,0.187034413,0,0.023910753,0.002452851,0,0,0,0,0,0,0.366019841,0.011464806,0,52367,CON,0.715,0.538755323,0.086294804,0.047396261,0,0,0,0,0,0,0,0,0,0.327553612,0,0,53146,CON,0.713,0.484457908,0.047284838,0.080664584,0,0,0,0,0,0,0,0,0,0.387592669,0,0,601,0.029060823,0.017161517,0.018755343,0.028720065,0.027643735
Berwick-upon-Tweed,NBL,NE,ENG,0.082,0.082,0.088,0.099,0.105,0.164,0.167,0.135,0.07,0.555,0.222,0.032813101,0.111647574,0.104374568,0.197339894,0.066794803,0.091027908,0.130360575,0.130053048,0.135588529,0.983663851,0.001681273,0.00536154,0.009293336,0.002727104,0.571460722,0.000596,0.000715,0.003269877,0.36322116,0.053099102,0.004077418,0.000834,38439,LIB,0.521,0.367231197,0.131663155,0.437212206,0,0.032336949,0,0,0,0,0,0,0,0,0,0,0.031556492,40423,CON,0.71,0.410731514,0.149469362,0.289167058,0.036810727,0.111644361,0.002176978,0,0,0,0,0,0,0,0,0,42212,CON,0.718,0.524613854,0.2455226,0.211219558,0.018643987,0,0,0,0,0,0,0,0,0,0,0,42109,CON,0.703,0.568690779,0.216390795,0.181813864,0.033104562,0,0,0,0,0,0,0,0,0,0,0,557,0.025744167,0.015871237,0.015187994,0.023369344,0.022307361
Bethnal Green and Bow,LND,LND,ENG,0.122,0.117,0.224,0.227,0.128,0.083,0.054,0.027,0.019,0.309,0.261,0.145276679,0.182289141,0.07736804,0.192301476,0.034962358,0.142860789,0.074569351,0.078899239,0.071472928,0.408558244,0.067934555,0.437589148,0.085918053,0.008446371,0.200950916,0.011655712,0.005139141,0.412250035,0.287505244,0.065480352,0.005446791,0.003125437,50728,LAB,0.624,0.139390475,0.429427535,0.201269516,0.01687431,0,0.185341429,0,0,0,0,0,0,0,0,0,0.027696736,52924,LAB,0.64,0.152482806,0.611952989,0.045253571,0.092698965,0.060823067,0.036788603,0,0,0,0,0,0,0,0,0,59825,CON,0.695,0.126636022,0.718244881,0.049845382,0.025340577,0.014943585,0.064989553,0,0,0,0,0,0,0,0,0,60562,LAB,0.687,0.107790364,0.72738681,0.097288729,0.042435851,0.017849477,0.00724877,0,0,0,0,0,0,0,0,0,778,0.05718336,0.024572477,0.023575008,0.034564969,0.033667634
Beverley and Holderness,HUM,YTH,ENG,0.09,0.106,0.081,0.091,0.119,0.16,0.152,0.135,0.069,0.587,0.145,0.049200593,0.116885257,0.12311333,0.222856672,0.063775931,0.072311568,0.115437142,0.123607808,0.112811698,0.978416402,0.002341475,0.008375276,0.010866846,0.002651485,0.528325862,0.001871048,0.000931,0.003762107,0.397992876,0.060493877,0.003541984,0.00043,53199,CON,0.671,0.471117878,0.210981409,0.226996748,0.012894979,0.034681103,0.004229403,0,0,0,0,0,0,0,0,0,0.039098479,52677,CON,0.652,0.481481481,0.249824402,0.05505249,0.034208478,0.166941929,0.01249122,0,0,0,0,0,0,0,0,0,55638,CON,0.69,0.584115173,0.331733707,0.050469104,0.012868903,0,0.020813113,0,0,0,0,0,0,0,0,0,53542,CON,0.672,0.621007807,0.239102013,0.087239924,0.025736805,0,0.026913451,0,0,0,0,0,0,0,0,0,631,0.030028484,0.014127774,0.012958926,0.020335785,0.019200196
Bexhill and Battle,SXE,SE,ENG,0.091,0.101,0.086,0.089,0.104,0.148,0.144,0.144,0.09,0.576,0.171,0.041630539,0.127087439,0.128506278,0.220798378,0.050481392,0.070469005,0.079747762,0.116468667,0.16481054,0.956617275,0.00541687,0.014798468,0.023167388,0.003229042,0.506472415,0.002512539,0.001767375,0.005884882,0.410031048,0.064351564,0.00554096,0.00021,54587,CON,0.674,0.515635591,0.119515636,0.279681976,0,0,0.049444007,0,0,0,0,0,0,0,0,0,0.035722791,55218,CON,0.701,0.547738056,0.141203955,0.076044044,0.050834873,0.184179072,0,0,0,0,0,0,0,0,0,0,59472,CON,0.731,0.619686575,0.24699018,0.07541364,0.024179446,0.033730159,0,0,0,0,0,0,0,0,0,0,59093,CON,0.721,0.636115953,0.195133095,0.123195641,0.045555311,0,0,0,0,0,0,0,0,0,0,0,653,0.024503717,0.010895024,0.011078779,0.022306893,0.021718046
Bexleyheath and Crayford,LND,LND,ENG,0.132,0.12,0.116,0.148,0.132,0.135,0.093,0.07,0.05,0.65,0.129,0.064896203,0.127254268,0.150070801,0.208488071,0.054195944,0.07678538,0.102474017,0.1104224,0.105412915,0.720379648,0.113291902,0.107415393,0.058913057,0.009110606,0.491972732,0.037393648,0.000634,0.03935951,0.340569677,0.056058764,0.004121968,0.020778946,43182,CON,0.664,0.504701033,0.265156778,0.1274142,0.008591543,0.03605669,0.010791534,0,0,0,0,0,0,0,0,0,0.047288222,43685,CON,0.674,0.472542062,0.262126588,0.029941628,0.021746595,0.210186563,0.003456564,0,0,0,0,0,0,0,0,0,45189,CON,0.692,0.55573259,0.354953639,0.026577264,0.013299697,0.043019319,0.006417491,0,0,0,0,0,0,0,0,0,43246,CON,0.661,0.597881885,0.294894325,0.065185219,0.030014337,0,0.012024233,0,0,0,0,0,0,0,0,0,755,0.033481781,0.014004239,0.013882775,0.020826015,0.019655074
Birkenhead,MSY,NW,ENG,0.125,0.121,0.121,0.132,0.122,0.142,0.113,0.082,0.046,0.517,0.255,0.060211442,0.084012444,0.12007874,0.174536094,0.061684379,0.124332361,0.149207092,0.145228787,0.080708661,0.931866014,0.00660183,0.035069452,0.026462704,0.004320037,0.517839538,0.004331114,0.000687,0.020614331,0.393511083,0.052992457,0.004220344,0.00148432,35323,LAB,0.563,0.189310081,0.62514509,0.185544829,0,0,0,0,0,0,0,0,0,0,0,0,0,39144,LAB,0.627,0.148579604,0.676170039,0.035663192,0.041538933,0.098048232,0,0,0,0,0,0,0,0,0,0,43663,CON,0.677,0.18422921,0.768568353,0.025605203,0.021597233,0,0,0,0,0,0,0,0,0,0,0,42329,LAB,0.664,0.130879539,0.590375393,0.038271634,0.033192374,0.035176829,0.172104231,0,0,0,0,0,0,0,0,0,566,0.067196749,0.041194147,0.03545254,0.053842606,0.055261851
Birmingham Edgbaston,WMD,WM,ENG,0.124,0.135,0.195,0.138,0.117,0.105,0.08,0.065,0.04,0.473,0.253,0.153300195,0.150382076,0.091574548,0.174370008,0.039110221,0.122152979,0.104174395,0.091710562,0.073225017,0.583117778,0.107071877,0.196746197,0.113064147,0.005313146,0.405207283,0.033097304,0.004084731,0.127565441,0.307153772,0.066404338,0.005672682,0.045501303,41571,LAB,0.606,0.375742705,0.406389069,0.153640759,0.011281903,0.017608429,0.006567078,0,0,0,0,0,0,0,0,0,0.028770056,41293,LAB,0.63,0.382922045,0.448453733,0.028673141,0.033201753,0.100598164,0.006151164,0,0,0,0,0,0,0,0,0,43612,CON,0.64,0.394547372,0.553150509,0.035861689,0.012886362,0,0.003554068,0,0,0,0,0,0,0,0,0,42328,LAB,0.615,0.368621244,0.501252126,0.079120204,0.026271026,0.0247354,0,0,0,0,0,0,0,0,0,0,625,0.057706933,0.034827998,0.036585193,0.054484635,0.054257852
